"CNES","COMPETEN","data","ano","mes","tmn","tmn_pre","tmn_tar","NOME","NATUREZA","GESTAO","ZONA","npartos","sem.gest","n.consultas","idade","escolaridade","apgar","cesarea","tmn.geral","tmn.pre","tmn.tar"
2269384,200812,2008-12-01,2008,"12",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","medio","alto","alto","baixo","baixo","baixo","baixo"
2269384,200901,2009-01-01,2009,"01",44.4444444444444,44.4444444444444,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","medio","alto",NA,"alto","alto","baixo","alto","alto","baixo"
2269384,200902,2009-02-01,2009,"02",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","medio","baixo","baixo","baixo","baixo"
2269384,200903,2009-03-01,2009,"03",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","medio","medio","baixo","baixo","baixo"
2269384,200904,2009-04-01,2009,"04",10.3092783505155,10.3092783505155,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","alto","baixo","medio","alto","baixo"
2269384,200905,2009-05-01,2009,"05",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2269384,200906,2009-06-01,2009,"06",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","alto","baixo","baixo","baixo","baixo"
2269384,200907,2009-07-01,2009,"07",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2269384,200908,2009-08-01,2009,"08",12.0481927710843,12.0481927710843,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","alto","baixo","alto","alto","baixo"
2269384,200909,2009-09-01,2009,"09",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","alto","medio","baixo","baixo","baixo"
2269384,200910,2009-10-01,2009,"10",13.1578947368421,0,13.1578947368421,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","baixo","baixo","alto","baixo","alto"
2269384,200911,2009-11-01,2009,"11",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","alto","baixo","baixo","baixo","baixo"
2269384,200912,2009-12-01,2009,"12",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","baixo",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2269384,201001,2010-01-01,2010,"01",9.1743119266055,9.1743119266055,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","alto","baixo","medio","alto","baixo"
2269384,201002,2010-02-01,2010,"02",9.34579439252336,0,9.34579439252336,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","medio","baixo","medio","baixo","alto"
2269384,201003,2010-03-01,2010,"03",9.70873786407767,9.70873786407767,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","alto","medio","medio","alto","baixo"
2269384,201004,2010-04-01,2010,"04",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","medio","baixo","baixo","baixo"
2269384,201005,2010-05-01,2010,"05",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","alto","medio","baixo","baixo","baixo"
2269384,201006,2010-06-01,2010,"06",9.9009900990099,9.9009900990099,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","medio","baixo","medio","alto","baixo"
2269384,201007,2010-07-01,2010,"07",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","medio","baixo","alto",NA,"alto","medio","baixo","baixo","baixo","baixo"
2269384,201008,2010-08-01,2010,"08",13.3333333333333,13.3333333333333,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","medio","baixo","alto","alto","baixo"
2269384,201009,2010-09-01,2010,"09",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"medio","medio","baixo","baixo","baixo","baixo"
2269384,201010,2010-10-01,2010,"10",12.0481927710843,0,12.0481927710843,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","baixo","baixo","alto","baixo","alto"
2269384,201011,2010-11-01,2010,"11",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2269384,201012,2010-12-01,2010,"12",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio",NA,"alto","alto","baixo","baixo","baixo","baixo"
2269384,201101,2011-01-01,2011,"01",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio","baixo","alto","medio","baixo","baixo","baixo","baixo"
2269384,201102,2011-02-01,2011,"02",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","medio","baixo","alto","baixo","medio","baixo","baixo","baixo"
2269384,201103,2011-03-01,2011,"03",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","medio","baixo","alto","baixo","baixo","baixo","baixo","baixo"
2269384,201104,2011-04-01,2011,"04",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","medio","alto","alto","alto","alto","medio","baixo","baixo","baixo"
2269384,201105,2011-05-01,2011,"05",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto","baixo","alto","baixo","baixo","baixo","baixo","baixo"
2269384,201106,2011-06-01,2011,"06",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","baixo","alto","alto","baixo","baixo","baixo","baixo","baixo"
2269384,201107,2011-07-01,2011,"07",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto","alto","alto","baixo","baixo","baixo","baixo","baixo"
2269384,201108,2011-08-01,2011,"08",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","alto","alto","baixo","baixo","baixo","baixo","baixo"
2269384,201109,2011-09-01,2011,"09",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto","alto","alto","baixo","baixo","baixo","baixo","baixo"
2269384,201111,2011-11-01,2011,"11",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto","baixo","alto","alto","baixo","baixo","baixo","baixo"
2269384,201112,2011-12-01,2011,"12",125,125,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto","medio","alto","alto","baixo","alto","alto","baixo"
2269384,201201,2012-01-01,2012,"01",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto",NA,"alto","alto","baixo","baixo","baixo","baixo"
2269384,201202,2012-02-01,2012,"02",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto",NA,"alto","alto","baixo","baixo","baixo","baixo"
2269384,201203,2012-03-01,2012,"03",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2269384,201204,2012-04-01,2012,"04",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto",NA,"alto","baixo","medio","baixo","baixo","baixo"
2269384,201205,2012-05-01,2012,"05",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","alto","baixo","baixo","baixo"
2269384,201206,2012-06-01,2012,"06",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2269384,201207,2012-07-01,2012,"07",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2269384,201208,2012-08-01,2012,"08",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2269384,201209,2012-09-01,2012,"09",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","baixo","alto",NA,"baixo","baixo","baixo","baixo","baixo","baixo"
2269384,201210,2012-10-01,2012,"10",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","alto",NA,"alto","baixo","baixo","baixo","baixo","baixo"
2269384,201307,2013-07-01,2013,"07",0,0,0,"HOSPITAL FEDERAL DO ANDARAI","ADMINISTRACAO PUBLICA","M","NORTE","baixo","alto","baixo","baixo","baixo","baixo","baixo","baixo","baixo","baixo"
2269783,200601,2006-01-01,2006,"01",44.4444444444444,22.2222222222222,22.2222222222222,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","medio","alto","alto","baixo","alto","alto","alto","alto"
2269783,200602,2006-02-01,2006,"02",20,20,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","alto","alto","alto","alto","alto","baixo"
2269783,200603,2006-03-01,2006,"03",32.7868852459016,16.3934426229508,16.3934426229508,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","alto","alto","alto","alto","alto","alto"
2269783,200604,2006-04-01,2006,"04",40.8163265306122,20.4081632653061,20.4081632653061,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","medio","medio","alto","alto","alto","alto","alto"
2269783,200605,2006-05-01,2006,"05",65.2173913043478,65.2173913043478,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","alto","alto","alto","alto","alto","baixo"
2269783,200606,2006-06-01,2006,"06",0,0,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","medio","alto","medio","baixo","alto","baixo","baixo","baixo"
2269783,200607,2006-07-01,2006,"07",74.0740740740741,37.037037037037,37.037037037037,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","alto","medio","alto","alto","alto","alto"
2269783,200608,2006-08-01,2006,"08",0,0,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","alto","baixo","alto","baixo","baixo","baixo"
2269783,200609,2006-09-01,2006,"09",0,0,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","alto","baixo","alto","baixo","baixo","baixo"
2269783,200610,2006-10-01,2006,"10",18.1818181818182,18.1818181818182,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","alto","baixo","alto","alto","alto","baixo"
2269783,200611,2006-11-01,2006,"11",60,60,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","medio","baixo","alto","alto","alto","alto","alto","alto","baixo"
2269783,200612,2006-12-01,2006,"12",56.6037735849057,37.7358490566038,18.8679245283019,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","baixo","alto","alto","alto","alto","alto"
2269783,200701,2007-01-01,2007,"01",20,20,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo",NA,"medio","baixo","medio","alto","alto","baixo"
2269783,200702,2007-02-01,2007,"02",0,0,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","medio",NA,"alto","baixo","medio","baixo","baixo","baixo"
2269783,200703,2007-03-01,2007,"03",12.8205128205128,0,12.8205128205128,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo",NA,"alto","baixo","alto","alto","baixo","alto"
2269783,200704,2007-04-01,2007,"04",0,0,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","medio",NA,"alto","baixo","alto","baixo","baixo","baixo"
2269783,200705,2007-05-01,2007,"05",23.5294117647059,11.7647058823529,11.7647058823529,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo",NA,"medio","alto","alto","alto","alto","alto"
2269783,200706,2007-06-01,2007,"06",12.0481927710843,12.0481927710843,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo",NA,"medio","medio","alto","alto","alto","baixo"
2269783,200707,2007-07-01,2007,"07",70.1754385964912,52.6315789473684,17.5438596491228,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo",NA,"alto","alto","medio","alto","alto","alto"
2269783,200708,2007-08-01,2007,"08",0,0,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","medio",NA,"alto","baixo","alto","baixo","baixo","baixo"
2269783,200709,2007-09-01,2007,"09",16.9491525423729,16.9491525423729,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo",NA,"alto","medio","medio","alto","alto","baixo"
2269783,200710,2007-10-01,2007,"10",35.7142857142857,35.7142857142857,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","medio",NA,"alto","alto","alto","alto","alto","baixo"
2269783,200711,2007-11-01,2007,"11",0,0,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","medio",NA,"alto","baixo","alto","baixo","baixo","baixo"
2269783,200712,2007-12-01,2007,"12",18.8679245283019,18.8679245283019,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","medio",NA,"alto","baixo","alto","alto","alto","baixo"
2269783,200801,2008-01-01,2008,"01",35.0877192982456,17.5438596491228,17.5438596491228,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","alto","medio","alto","alto","alto","alto"
2269783,200802,2008-02-01,2008,"02",64.5161290322581,16.1290322580645,48.3870967741935,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","medio","medio","alto","alto","alto","alto"
2269783,200803,2008-03-01,2008,"03",26.3157894736842,26.3157894736842,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","medio","alto","medio","medio","alto","alto","alto","baixo"
2269783,200804,2008-04-01,2008,"04",24.390243902439,24.390243902439,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","alto","alto","alto","alto","alto","baixo"
2269783,200805,2008-05-01,2008,"05",62.5,31.25,31.25,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","alto","alto","alto","alto","alto","alto"
2269783,200806,2008-06-01,2008,"06",59.7014925373134,44.7761194029851,14.9253731343284,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","medio","alto","alto","alto","alto","alto","alto"
2269783,200807,2008-07-01,2008,"07",43.4782608695652,14.4927536231884,28.9855072463768,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","medio","alto","medio","medio","alto","alto","alto","alto"
2269783,200808,2008-08-01,2008,"08",15.3846153846154,15.3846153846154,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","alto","medio","alto","alto","alto","baixo"
2269783,200809,2008-09-01,2008,"09",47.6190476190476,47.6190476190476,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","medio","alto","alto","medio","alto","alto","alto","baixo"
2269783,200810,2008-10-01,2008,"10",16.6666666666667,16.6666666666667,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","medio","baixo","medio","alto","alto","alto","baixo"
2269783,200811,2008-11-01,2008,"11",15.8730158730159,15.8730158730159,0,"UERJ HOSPITAL UNIV PEDRO ERNESTO","ADMINISTRACAO PUBLICA","E","NORTE","baixo","alto","baixo","alto","medio","baixo","alto","alto","alto","baixo"
